dealer;izby;rozloha;resale;cena
Dealer;1;428.0137341;Yes;91
Dealer;3;1287.5;Yes;41.2
Owner;2;950;Yes;38
Dealer;3;1492.537313;Yes;260
Owner;3;1482.030382;Yes;120
Dealer;3;1336.784323;Yes;470
Dealer;2;1152.308252;Yes;31.7
Dealer;3;745.4323995;Yes;30.6
Owner;2;760.5016922;Yes;38.2
Owner;3;1495.162709;Yes;85
Dealer;2;907.1117562;No;25
Owner;1;468.0851064;Yes;11
Owner;2;651.8904824;Yes;15
Dealer;2;630.0114548;Yes;22
Dealer;3;2150.304083;Yes;99
Dealer;2;626.2135922;No;64.5
Dealer;2;1017.293998;Yes;110
Owner;2;1224.177506;Yes;32
Dealer;3;1214.329083;Yes;100
Owner;2;1250;Yes;60
Dealer;3;1974.103163;Yes;93
Owner;2;914.0767824;Yes;40
Dealer;3;979.7746518;No;140
Dealer;1;655.0218341;Yes;45
Dealer;3;2067.649242;Yes;390
Dealer;1;730.0204918;Yes;57
Builder;3;1225.114855;No;40
Owner;2;1000;Yes;25
Dealer;2;1329.787234;Yes;40
Dealer;3;1310.125398;Yes;70
Owner;2;1050.119332;Yes;44
Dealer;2;1099.00174;Yes;120
Dealer;2;741.1851904;Yes;420
Owner;3;1404.180629;Yes;88
Dealer;2;576.7012687;No;130
Owner;2;1267.197683;Yes;35
Dealer;1;576;Yes;72
Dealer;1;418.9066536;Yes;120
Dealer;4;2591.722686;Yes;320
Dealer;2;1129.908619;Yes;91.5
Owner;2;900.2770083;Yes;13
Dealer;2;1285.21997;Yes;52
Dealer;3;2356.432187;Yes;270
Dealer;3;1425.178147;Yes;60
Dealer;3;1705.708438;Yes;75
Dealer;3;906.6666667;Yes;170
Dealer;2;1159.885796;Yes;65
Owner;2;1250;Yes;32
Owner;2;1080.139373;Yes;31
Dealer;2;926.0484191;Yes;70
Dealer;2;1000;Yes;70
Dealer;2;1150.012778;Yes;45
Dealer;3;1263.823065;Yes;120
Dealer;2;1342.826244;Yes;74.5
Owner;3;1364.15853;Yes;95
Dealer;2;900.0090001;Yes;100
Owner;2;892.0606601;Yes;60
Dealer;1;593.8927627;Yes;24.7
Dealer;3;1181.553004;Yes;320
Dealer;2;1315.053162;Yes;47
Dealer;2;1071.080818;Yes;110
Dealer;2;905.0546448;Yes;53
Dealer;3;1485.009807;Yes;53
Owner;2;1388.888889;Yes;45
Dealer;2;1100.352113;Yes;25
Owner;3;1586.914063;Yes;65
Builder;2;1102.236422;No;48.3
Dealer;3;1880.141011;Yes;160
Dealer;3;1297.989031;Yes;63.9
Dealer;3;2046.38472;Yes;120
Dealer;3;1699.716714;Yes;72
Dealer;2;1250;Yes;140
Owner;3;981.3084112;Yes;21
Dealer;2;1095.290252;Yes;120
Dealer;2;1050.019091;Yes;110
Dealer;1;498.2964225;Yes;23.4
Owner;1;650.0956023;Yes;17
Owner;1;645.9770115;Yes;28.1
Dealer;2;1060.114742;Yes;85
Dealer;2;1120.657452;Yes;120
Builder;3;1570.247934;No;38
Owner;3;1527.183873;Yes;100
Dealer;2;1045.10451;Yes;76
Dealer;3;2556.890821;Yes;200
Dealer;2;1365;Yes;81.9
Owner;1;553.0682117;Yes;21
Dealer;2;1273.12897;Yes;46.1
Owner;3;1536.09831;Yes;120
Dealer;2;659.0038314;Yes;86
Owner;2;1010.10101;Yes;48
Owner;1;610.0422337;Yes;26
Dealer;2;1084;Yes;81.3
Owner;3;1525.010167;Yes;150
Dealer;2;1073.138517;Yes;65
Dealer;2;1032.204789;Yes;100
Dealer;2;731.7073171;No;21.9
Dealer;3;1840.168244;Yes;140
Owner;2;1274.078568;Yes;84
Dealer;3;2060.641743;Yes;140
Dealer;2;790.3225806;Yes;24.5
Owner;3;1250;Yes;25
Dealer;1;606.0173963;Yes;170
Dealer;2;1180.080245;Yes;100
Dealer;2;1300.091771;Yes;85
Dealer;2;1150.306748;Yes;37.5
Dealer;3;1529.411765;Yes;130
Owner;2;1150.109062;Yes;58
Dealer;2;1267.719258;Yes;110
Dealer;3;1820.072803;Yes;140
Dealer;2;1100.110011;Yes;60
Dealer;2;1373.567412;Yes;320
Dealer;4;3539.823009;Yes;220
Owner;2;1250;Yes;60
Dealer;1;715.098326;Yes;44
Owner;2;1180.327869;Yes;36
Dealer;1;460.0141543;Yes;65
Owner;3;1750.448833;Yes;58.5
Owner;2;1250;Yes;45
Owner;1;454.5454545;Yes;14.7
Dealer;2;1156.25;Yes;37
Dealer;4;3017.170443;Yes;550
Owner;3;1275.148767;Yes;45
Dealer;2;789.4736842;Yes;150
Dealer;3;1464.128843;Yes;120
Dealer;1;744.7402718;Yes;160
Dealer;4;2197.260274;Yes;80.2
Dealer;2;1262.980634;Yes;180
Dealer;3;2500;Yes;150
Dealer;2;1096.057239;Yes;72
Owner;2;900.090009;Yes;40
Dealer;2;636.682243;Yes;21.8
Dealer;3;1750.164078;Yes;80
Owner;3;2840.909091;Yes;60
Owner;3;1078.705553;Yes;27
Owner;2;1199.563795;Yes;22
Owner;3;1575;Yes;69.3
Dealer;2;1020.049244;Yes;58
Dealer;3;1904.761905;Yes;100
Owner;3;1125.304136;Yes;37
Dealer;1;462.7862595;No;87.3
Dealer;3;1301.78421;Yes;170
Owner;2;1199.887069;Yes;85
Dealer;3;1606.217617;Yes;62
Dealer;1;556.0851605;Yes;35
Owner;3;1501.812532;Yes;87
Dealer;3;1073.913043;Yes;24.7
Owner;2;1290.322581;Yes;48
Dealer;3;1377.593361;Yes;49.8
Dealer;2;873.6608792;Yes;47.3
Dealer;2;473.8302934;Yes;23.9
Dealer;2;1265.130808;Yes;64.8
Owner;3;1431.560401;Yes;130
Dealer;3;1721.170396;Yes;130
Owner;1;658.0016247;Yes;16.2
Dealer;3;2155.94682;Yes;180
Builder;1;457.612203;No;31.2
Owner;3;1406.110188;Yes;110
Dealer;3;1351.849576;Yes;110
Dealer;3;1330.555556;Yes;47.9
Owner;1;750.122971;Yes;30.5
Owner;3;1215.066829;Yes;30
Dealer;2;870.385906;Yes;41.5
Dealer;3;1800.110436;Yes;65.2
Dealer;3;1380.195795;Yes;86
Owner;2;850.0772798;Yes;22
Owner;1;562.2913372;Yes;32
Dealer;3;1420.185571;Yes;75
Dealer;3;1798.410707;Yes;43
Owner;2;890.0316456;Yes;90
Dealer;2;1199.982546;Yes;550
Dealer;3;1200.274348;Yes;35
Owner;4;1250;Yes;29
Owner;2;924.9471459;Yes;35
Owner;3;1000;Yes;38
Dealer;2;1263.94052;Yes;34
Dealer;2;1170.094839;Yes;95
Owner;1;650.0847937;Yes;11.5
Dealer;2;1160.092807;Yes;45
Owner;1;520.1560468;Yes;12
Dealer;2;1040.582726;Yes;220
Dealer;2;1320.233344;Yes;43
Owner;2;884.8080134;Yes;26.5
Dealer;2;1381.079215;Yes;140
Owner;3;1401.206101;Yes;79
Builder;1;609.6551724;No;22.1
Dealer;2;1075.032909;Yes;49
Owner;3;1680.244399;Yes;99
Dealer;3;970.3085581;Yes;100
Owner;3;1555.299539;Yes;67.5
Dealer;2;1129.943503;Yes;190
Dealer;2;860.0158772;Yes;130
Owner;2;2600.472813;Yes;99
Builder;2;830;No;66.4
Owner;2;1200.111638;Yes;43
Owner;2;953.1590414;Yes;35
Dealer;2;952.3809524;Yes;160
Owner;4;1944.742489;Yes;72.5
Dealer;3;1150;Yes;230
Owner;3;849.0165558;Yes;60
Dealer;3;1773.049645;Yes;110
Owner;2;1300.052002;Yes;75
Builder;3;1500;No;57
Owner;1;459.9725974;Yes;23.5
Owner;2;1218.701529;Yes;110
Dealer;1;567.2131148;Yes;17.3
Owner;1;513.3333333;Yes;15.4
Owner;1;550.0550055;Yes;25
Owner;3;1840.225157;Yes;85
Builder;3;1721.875;No;55.1
Dealer;2;772.0631904;Yes;130
Dealer;2;824.0317627;Yes;110
Dealer;3;1388.235294;Yes;47.2
Dealer;2;1250;Yes;52
Dealer;3;1125.080593;Yes;34.9
Dealer;3;1804.966096;Yes;370
Owner;2;1050.052503;Yes;60
Dealer;3;845.5944529;No;100
Dealer;1;700;Yes;56
Owner;2;908.832718;Yes;32
Owner;3;1391.035549;Yes;45
Owner;2;972.2222222;Yes;28
Dealer;2;777.1428571;Yes;170
Dealer;2;1193.00106;Yes;90
Owner;2;990.0990099;Yes;35
Owner;1;397.6514545;Yes;14.9
Owner;2;899.8691099;Yes;55
Dealer;1;639.9317406;Yes;45
Dealer;1;680.9669731;Yes;100
Dealer;1;555.5555556;No;100
Dealer;2;1173.062998;Yes;81
Dealer;2;1087.150241;Yes;61
Owner;3;750.085237;Yes;22
Dealer;2;1000;Yes;85
Dealer;3;1593.272848;Yes;72
Owner;2;950.0542888;Yes;35
Dealer;2;951.1077158;Yes;24.9
Dealer;3;1500;Yes;75
Dealer;3;1885.197562;Yes;95.9
Dealer;2;1240.096452;Yes;36
Owner;3;1415.428167;Yes;40
Owner;2;1240.221332;Yes;65
Dealer;2;812.9346942;Yes;90
Dealer;3;1647.898929;Yes;120
Dealer;2;1200.05275;Yes;91
Owner;3;1434.901878;Yes;68
Dealer;2;1215.168657;Yes;58
Owner;2;960.0180709;Yes;85
Owner;3;2295.492487;Yes;110
Owner;2;1000;Yes;19.5
Dealer;3;1764.446405;Yes;160
Owner;2;1242.043161;Yes;80
Owner;2;800;Yes;26
Owner;2;850.1594049;Yes;24
Owner;1;450.0281268;Yes;24
Owner;1;678.119349;Yes;30
Dealer;3;1844.28929;Yes;140
Dealer;2;1015.123265;Yes;49
Owner;2;932.8358209;Yes;25
Owner;3;1654.575538;Yes;130
Dealer;1;470.388649;Yes;30.5
Dealer;3;1910.04313;Yes;62
Owner;2;1179.673321;Yes;39
Dealer;2;1025.056948;Yes;54
Dealer;4;2200.220022;No;60
Owner;1;599.1611744;Yes;20
Dealer;2;1100.060277;Yes;73
Owner;2;1256.862179;Yes;87
Dealer;3;1355.199135;Yes;75.2
Owner;3;1033.295063;Yes;45
Dealer;2;1304.052997;Yes;250
Dealer;3;1400.124456;Yes;90
Dealer;2;800;Yes;81
Dealer;3;2169.854166;Yes;430
Dealer;1;569.1056911;Yes;28
Dealer;1;620.0455223;Yes;79
Owner;2;730.1808067;Yes;21
Owner;2;1075.268817;Yes;34
Builder;2;1184.090909;No;52.1
Owner;2;1100;Yes;22
Dealer;3;1640.28777;Yes;57
Owner;2;715.0518413;Yes;20
Owner;1;564.2633229;Yes;9
Owner;3;1500.375094;Yes;40
Owner;1;750.1875469;Yes;20
Dealer;2;515.6445557;No;20.6
Dealer;2;1037.79296;Yes;120
Dealer;2;574.0393627;Yes;24.5
Builder;2;1179.813594;No;51.9
Dealer;3;83212.07712;No;9150
Dealer;2;1147.028154;Yes;55
Dealer;3;1353.236607;Yes;48.5
Dealer;3;1688.235294;Yes;57.4
Owner;3;1900.538486;Yes;60
Dealer;4;3486.055777;Yes;140
Dealer;2;819.1747573;Yes;27
Owner;1;600;Yes;33
Dealer;2;1199.878493;Yes;79
Dealer;2;1079.830312;Yes;56
Owner;3;1650.165017;Yes;70
Dealer;2;1150.054765;Yes;63
Dealer;2;1042.558737;Yes;280
Owner;4;2632.040709;Yes;150
Dealer;3;2040.370977;Yes;74.8
Owner;2;796.5686275;Yes;26
Dealer;2;1080.050826;Yes;68
Owner;2;966.8508287;Yes;35
Builder;3;1600;No;62.4
Dealer;2;820.0168209;Yes;39
Dealer;2;1133.093525;Yes;63
Dealer;2;1109.960041;Yes;75
Dealer;1;620.048226;Yes;18
Dealer;2;345.276221;No;34.5
Owner;3;1850.15989;Yes;81
Dealer;3;1390.268123;Yes;28
Owner;2;1090.074584;Yes;76
Dealer;3;1549.358123;Yes;35
Dealer;2;993.1122858;Yes;62
Owner;2;665.1147323;Yes;20
Dealer;3;1265.141319;Yes;47
Dealer;2;925.1003121;Yes;83
Dealer;3;1467.13615;Yes;100
Owner;2;1178.20324;Yes;48
Dealer;1;580.6288032;Yes;22.9
Dealer;1;416.6666667;No;63.1
Dealer;1;650;Yes;32.5
Owner;3;1614.639397;Yes;60
Dealer;1;418.9373297;Yes;36.9
Owner;2;1232.006225;Yes;95
Builder;2;711.4854073;No;49
Dealer;3;1300.014445;Yes;450
Dealer;1;600;Yes;36
Dealer;2;1225.023139;Yes;450
Dealer;4;2400;Yes;69
Dealer;2;1215.132693;Yes;43.04
Owner;3;1200.171453;Yes;28
Dealer;2;1017.604559;Yes;100
Owner;2;893.4869504;Yes;38
Dealer;2;1079.754601;Yes;44
Dealer;3;1200;Yes;75
Dealer;4;2200.488998;Yes;90
Dealer;6;5800.464037;Yes;500
Owner;4;2100.375857;Yes;95
Owner;1;550.1222494;Yes;18
Owner;3;1635.244325;Yes;85
Dealer;1;537.0462456;Yes;54
Dealer;1;650.0742942;Yes;35
Dealer;1;708.7378641;Yes;36.5
Dealer;3;1724;Yes;86.2
Dealer;2;1165.02779;Yes;54.5
Dealer;3;1537.9686;Yes;240
Owner;3;1296.17628;Yes;60
Dealer;2;1100.173712;Yes;38
Owner;2;1250;Yes;45
Owner;2;810.3727715;Yes;15
Dealer;2;853.2423208;Yes;25
Dealer;1;685.1155293;Yes;25.5
Dealer;2;976.1023225;Yes;29
Dealer;2;1200;Yes;21
Dealer;1;584.9665841;Yes;77.9
Dealer;3;2190.026954;Yes;130
Owner;2;2124.372345;Yes;55
Dealer;3;1295.824102;Yes;310
Owner;3;2200;Yes;66
Owner;1;525.0596659;Yes;22
Owner;4;1510.45701;Yes;39
Dealer;2;1344.87686;Yes;160
Owner;2;500;Yes;16
Owner;2;1125.082727;Yes;85
Owner;1;450.1385042;Yes;6.5
Owner;3;1377.410468;Yes;45
Dealer;2;929.4832073;Yes;150
Dealer;1;727.9344859;Yes;32
Dealer;2;810.0147275;Yes;33
Dealer;3;1408.15719;Yes;47.3
Dealer;3;1925.320887;Yes;66
Dealer;2;1050.295858;Yes;35.5
Owner;2;8796.296296;Yes;19
Owner;4;2286.374134;Yes;99
Dealer;4;1993.024415;Yes;120
Owner;1;674.9401263;Yes;31
Dealer;3;1392.145369;Yes;95
Dealer;2;1000;Yes;150
Owner;2;820.1202843;Yes;30
Dealer;5;2645.082791;Yes;500
Builder;3;1492.537313;No;100
Owner;2;873.1082654;Yes;45
Owner;4;3087.563295;Yes;250
Owner;2;1200.063161;Yes;76
Dealer;1;584.1803949;Yes;100
Dealer;2;1150.012778;Yes;90
Dealer;3;1780.014731;Yes;290
Dealer;3;3086.980207;Yes;850
Dealer;2;850.0772798;Yes;33
Owner;2;1220.232238;Yes;62
Dealer;2;785.4545455;Yes;270
Dealer;3;769.2307692;No;200
Owner;1;600;Yes;30
Owner;2;979.9118079;Yes;40
Dealer;1;818.4851728;Yes;130
Dealer;2;1146.025878;Yes;93
Dealer;3;1502.057613;Yes;73
Owner;1;697.0849176;Yes;22
Owner;3;2247.611912;Yes;120
Owner;2;1305.109024;Yes;82
Dealer;3;1860.672819;Yes;62.5
Dealer;2;1000;Yes;25
Owner;2;1000;Yes;70
Owner;1;650.0742942;Yes;17.5
Dealer;2;493.3899906;No;41.8
Dealer;2;820.035461;Yes;37
Dealer;1;670.0167504;Yes;32
Dealer;3;1357.019492;Yes;55
Dealer;2;523.5236633;Yes;150
Dealer;2;1267.123288;Yes;92.5
Owner;3;1295.097132;Yes;70
Dealer;2;1131.901132;Yes;49
Dealer;2;495.378544;No;47.7
Dealer;2;580.904098;No;110
Owner;2;900.0423549;Yes;85
Dealer;3;2000;Yes;80
Dealer;2;1230.046948;Yes;65.5
Dealer;3;1250;Yes;45
Dealer;2;1128.09856;Yes;76
Dealer;2;749.2641156;Yes;140
Dealer;3;2000;Yes;150
Dealer;2;1155.455423;Yes;35.9
Dealer;3;1730.103806;Yes;65
Dealer;1;833.6602589;Yes;170
Dealer;3;2103.049422;Yes;180
Dealer;2;831.1564949;Yes;35
Owner;3;1552.238806;Yes;130
Owner;2;1041.028781;Yes;34
Dealer;3;1174.611535;Yes;44.6
Dealer;3;1430.103683;Yes;40
Dealer;2;1253.031528;Yes;62
Dealer;4;3500;Yes;1050
Dealer;1;418.0213655;Yes;18
Dealer;3;1316.261816;Yes;110
Dealer;2;784.893116;No;170
Dealer;2;673.0065838;Yes;230
Dealer;3;1232.126559;No;81
Owner;2;1200.120012;Yes;40
Builder;2;1160;No;52.2
Dealer;3;1650.20477;Yes;68.5
Owner;2;847.0225873;Yes;33
Owner;2;1200.087279;Yes;55
Owner;1;505.0505051;Yes;12
Dealer;2;1050.241272;Yes;37
Dealer;2;830.1158301;Yes;43
Owner;2;2399.232246;Yes;25
Owner;2;1000;Yes;43.5
Dealer;3;2500;Yes;180
Owner;2;1039.222259;Yes;31
Owner;2;1140.030114;Yes;53
Dealer;1;650.0171057;Yes;19
Dealer;3;1600;Yes;280
Dealer;3;1424.409194;Yes;44
Owner;2;965.0495566;Yes;37
Owner;2;1190.06554;Yes;69
Dealer;3;1538.602604;Yes;83.9
Owner;1;388.0392604;Yes;17
Owner;2;825.0825083;Yes;25
Owner;2;1076.015272;Yes;62
Owner;2;1000;Yes;27
Dealer;2;1341.021859;Yes;300
Dealer;3;2575.87754;Yes;97.6
Dealer;1;650.0171057;Yes;95
Dealer;1;650.0072223;Yes;45
Owner;2;1000;Yes;45
Dealer;2;1419.920651;Yes;68
Dealer;3;1035.083896;Yes;95
Dealer;3;1448.06338;Yes;32.9
Dealer;3;147428.5714;No;5160
Dealer;3;1607.951686;Yes;63.9
Owner;2;915.0746508;Yes;57
Dealer;2;1102.414287;Yes;100
Dealer;3;1338.376491;Yes;230
Dealer;2;1113.043478;Yes;64
Dealer;3;1356.6987;Yes;120
Owner;2;1160.140874;Yes;56
Owner;3;1660.280971;Yes;78
Dealer;3;1465.076661;Yes;86
Owner;2;895.166103;Yes;45
Dealer;2;1219.89365;Yes;78
Owner;1;495.1261024;Yes;32
Dealer;4;2718.868951;Yes;650
Owner;2;1025.056948;Yes;54
Dealer;1;258.2138319;No;56.9
Dealer;3;1503.358356;Yes;76.1
Dealer;4;2080.443828;Yes;75
Dealer;1;630.0114548;Yes;66
Dealer;1;720.0496586;Yes;58
Dealer;2;950.0351865;Yes;54
Owner;3;1669.216859;Yes;120
Dealer;2;820.4791598;No;100
Dealer;2;847.7719493;Yes;160
Owner;2;800;Yes;22
Owner;3;1920.438957;Yes;140
Dealer;3;2298.850575;Yes;310
Owner;3;1365.187713;Yes;48
Dealer;2;1160.862355;Yes;42
Dealer;4;194.5945946;Yes;180
Owner;2;900;Yes;45
Owner;3;1849.635513;Yes;170
Dealer;2;1150.251618;Yes;48
Owner;3;1437.28223;Yes;66
Dealer;4;3850.641774;Yes;330
Dealer;3;1333.333333;Yes;44
Owner;2;925.4498715;Yes;18
Owner;3;750;Yes;24
Owner;2;1000;Yes;23
Dealer;2;1115.030151;Yes;98
Owner;3;1320.211234;Yes;55
Dealer;2;1255.119567;Yes;95
Dealer;3;1090.750436;Yes;200
Dealer;1;494.4152431;No;60.2
Dealer;3;1400;Yes;91
Dealer;1;625;Yes;43
Dealer;2;1018.079691;Yes;58
Dealer;2;1058.691193;Yes;160
Dealer;2;1100;Yes;35.2
Owner;2;1370.071548;Yes;90
Dealer;3;1508.523156;Yes;100
Dealer;2;1059.322034;Yes;130
Owner;3;1464.128843;Yes;50
Dealer;3;1778.629087;Yes;130
Dealer;3;1641.038109;Yes;270
Dealer;2;949.9024073;Yes;14.6
Owner;2;925.1101322;Yes;42
Owner;2;1023.973015;Yes;85
Dealer;2;900.0225006;Yes;120
Dealer;3;1232.264845;No;46.9
Owner;2;1100.052383;Yes;63
Dealer;4;5500.045834;Yes;2400
Owner;2;699.720112;Yes;35
Dealer;2;1000;Yes;27
Dealer;6;11263.15789;No;1070
Owner;2;965.0180941;Yes;40
Dealer;3;1256.2025;Yes;200
Owner;2;1190.059503;Yes;68
Owner;5;1200.087279;Yes;55
Owner;2;950.0206526;Yes;23
Dealer;2;1000;Yes;65
Dealer;2;1224.007561;Yes;25.9
Owner;3;1620.145631;Yes;53.4
Dealer;4;2184.83723;No;100
Dealer;4;2107.873528;Yes;170
Dealer;6;8500.148753;Yes;2000
Dealer;4;2200.220022;Yes;80
Dealer;1;430.0335426;Yes;50
Owner;3;1139.240506;Yes;18.9
Dealer;3;1239.362142;Yes;300
Owner;3;1450;Yes;58
Dealer;4;2400;Yes;840
Dealer;2;652.6806527;Yes;16.8
Dealer;3;1310.043668;Yes;45
Owner;2;749.8986623;Yes;37
Dealer;3;1412.57189;Yes;140
Owner;1;600.1091107;Yes;11
Dealer;3;1466.27566;Yes;140
Dealer;3;1332.55814;No;57.3
Dealer;3;1251.390434;Yes;180
Owner;1;560.1659751;Yes;13.5
Owner;2;1050.030883;Yes;34
Dealer;2;611.5057152;Yes;130
Owner;2;1100;Yes;38.5
Dealer;1;517.9345684;Yes;65.7
Dealer;3;1865.030675;Yes;76
Dealer;3;2666.666667;No;640
Dealer;3;1785.434612;Yes;68.4
Dealer;4;1693.070504;Yes;140
Owner;3;2800.466744;Yes;120
Dealer;2;993.9959973;Yes;29.8
Owner;2;800;Yes;21
Dealer;1;554.5981513;Yes;35.4
Dealer;4;2528.199144;Yes;130
Owner;3;1549.833095;Yes;65
Dealer;1;470.0162075;Yes;29
Owner;2;1464.002756;Yes;85
Owner;2;616.089613;Yes;12.1
Owner;2;15901.06007;Yes;45
Dealer;3;1622.324465;Yes;81.1
Dealer;3;1520.462896;Yes;360
Dealer;3;987.2611465;Yes;46.5
Owner;2;1243.91563;Yes;46
Owner;2;1000;Yes;40
Owner;3;2137.513359;Yes;120
Dealer;3;1450.163399;Yes;71
Dealer;2;778.0703854;Yes;130
Dealer;3;1300.202254;Yes;45
Dealer;2;1120.041483;Yes;43.2
Owner;1;630.0452845;Yes;32
Owner;2;1212.250106;Yes;57
Owner;2;1077.816492;Yes;46.4
Owner;3;1784.753363;Yes;59.7
Owner;2;1110.574602;Yes;23
Owner;2;1000;Yes;20.5
Dealer;4;2242.794426;Yes;940
Dealer;4;1748.948417;Yes;79
Dealer;2;1100.187266;Yes;47
Owner;2;1050.105011;Yes;35
Dealer;3;1450.577664;Yes;33.9
Dealer;2;1080.175303;Yes;41.9
Dealer;2;1456.071076;Yes;59
Builder;1;482.2198276;No;17.9
Owner;2;1010.10101;Yes;30
Dealer;2;1343.265356;No;110
Dealer;2;1421.075645;Yes;130
Dealer;2;649.5160469;Yes;25.5
Owner;2;813.0081301;Yes;45
Owner;2;1000;Yes;38
Owner;1;700.152207;Yes;23
Dealer;3;1373.333333;Yes;61.8
Owner;2;892.998679;Yes;33.8
Owner;4;2056.766763;Yes;100
Dealer;4;2616.170425;Yes;210
Dealer;2;1049.250535;Yes;24.5
Dealer;2;658.9895494;Yes;99
Owner;3;2345.251826;Yes;61
Dealer;2;965.7576379;Yes;47.1
Owner;2;950.1187648;Yes;40
Owner;3;1275.148767;Yes;45
Owner;2;1150.251618;Yes;32
Dealer;1;650.0072223;Yes;45
Dealer;3;1453.175457;Yes;54
Owner;3;1530.131827;Yes;65
Dealer;2;1039.992436;Yes;110
Dealer;2;985.2911545;Yes;48.9
Dealer;2;1326.194803;Yes;270
Owner;3;2500;Yes;100
Dealer;3;1821.238442;Yes;130
Owner;1;590.9213;Yes;22
Dealer;2;1091.061687;Yes;52
Owner;2;1000;Yes;26
Owner;3;1598.622725;Yes;130
Owner;1;606.0606061;Yes;25
Dealer;3;1818.708929;Yes;94.1
Owner;3;1475.237092;Yes;70
Dealer;1;680.056935;Yes;43
Owner;2;920.6798867;Yes;26
Dealer;3;1350.007105;Yes;95
Owner;2;1210.067764;Yes;50
Dealer;3;1941.457587;Yes;130
Owner;3;1730.103806;Yes;120
Owner;3;1600;Yes;90
Owner;1;711.1597374;Yes;26
Owner;3;1957.202505;Yes;75
Owner;2;870.1472557;Yes;26
Owner;2;800;Yes;35
Dealer;2;493.5612689;Yes;110
Dealer;3;1650.165017;Yes;100
Dealer;2;1150.180743;Yes;70
Owner;3;1235.203294;Yes;72
Dealer;3;1475.461082;Yes;47.2
Owner;3;1300.052002;Yes;100
Dealer;3;1459.427904;Yes;100
Dealer;2;1100.110011;Yes;110
Owner;1;535.0772889;Yes;18
Dealer;3;1409.940078;Yes;320
Dealer;2;1780.063291;Yes;450
Dealer;3;1560.107198;Yes;81.5
Owner;1;450.0703235;Yes;16
Owner;3;1375.404531;Yes;42.5
Dealer;2;1050.105011;Yes;35
Dealer;3;1911.764706;Yes;52
Owner;2;1150.337168;Yes;29
Dealer;2;1296.701516;Yes;160
Owner;3;1500.288517;Yes;52
Dealer;2;1237.38196;Yes;38
Dealer;3;1494.232263;Yes;250
Dealer;3;1835.220617;Yes;47
Owner;2;950.1965924;Yes;29
Dealer;3;1615.074024;Yes;84
Dealer;2;1098.885597;Yes;77.9
Owner;2;1020.408163;Yes;23
Owner;2;1063.122924;Yes;32
Dealer;2;1138.888889;Yes;41
Dealer;3;1554.11449;Yes;69.5
Owner;1;650;Yes;52
Dealer;1;297.029703;No;27
Dealer;3;1475.237092;Yes;70
Dealer;2;789.0287432;Yes;42
Owner;2;1100.110011;Yes;40
Owner;3;1550.387597;Yes;48
Dealer;2;871.875;Yes;27.9
Dealer;3;776.5314927;No;180
Dealer;1;716.1271842;Yes;25
Dealer;3;1259.090909;Yes;55.4
Dealer;1;620.051512;Yes;65
Dealer;3;2120.062486;Yes;95
Dealer;3;1878.069922;Yes;130
Dealer;3;1989.38992;Yes;120
Dealer;2;1000;Yes;41
Dealer;2;1130.085384;Yes;90
Dealer;1;650;Yes;39
Dealer;5;11932.51954;No;870
Dealer;2;1260.003405;Yes;74
Owner;3;1310.272537;Yes;50
Dealer;2;1172.065766;Yes;72
Dealer;2;850.1709667;Yes;54.7
Dealer;3;1747.360757;Yes;48
Owner;2;775.0602825;Yes;45
Dealer;2;616.815335;Yes;130
Dealer;1;654.7359232;Yes;120
Owner;2;1109.783165;Yes;65
Owner;1;585.0727388;Yes;18.5
Dealer;3;1700.352903;Yes;53
Dealer;2;700;Yes;22.4
Dealer;3;1627.441162;Yes;130
Owner;3;1510.211086;Yes;88
Owner;2;1799.485861;Yes;35
Owner;3;1810.10367;Yes;110
Dealer;3;1340.146548;Yes;69.5
Dealer;3;832.2087269;No;74
Dealer;3;1862.252439;Yes;63
Dealer;2;1288.088643;Yes;37.2
Dealer;2;67574.38225;No;6700
Dealer;2;859.8993289;Yes;41
Dealer;3;1602.136182;Yes;60
Dealer;2;811.4285714;Yes;28.4
Owner;1;500;Yes;20
Dealer;3;800;Yes;200
Dealer;3;1479.869423;Yes;68
Dealer;3;1390.201442;Yes;55.9
Dealer;3;1394.230769;Yes;72.5
Dealer;3;1220.063263;Yes;81
Dealer;4;3398.172018;Yes;290
Dealer;2;1081.481481;Yes;29.2
Owner;2;1200.092315;Yes;52
Dealer;2;848.590526;Yes;29.2
Owner;3;1500.068185;Yes;110
Dealer;1;270.0049092;Yes;110
Owner;2;1220.159151;Yes;46
Owner;3;1300.294406;Yes;53
Dealer;2;1147.272727;Yes;63.1
Owner;2;669.9846861;Yes;35
Dealer;2;860.0424288;Yes;150
Owner;2;1100.352113;Yes;25
Dealer;2;1304.667402;Yes;35.5
Dealer;3;1400;Yes;56
Dealer;3;645.5166336;Yes;29.3
Dealer;3;1851.351351;Yes;68.5
Dealer;3;1000;Yes;300
Dealer;1;374.5318352;Yes;39
Dealer;2;1086.036671;Yes;77
Owner;2;1000;Yes;59.9
Dealer;3;1550.06284;Yes;74
Owner;3;1230.982019;Yes;26.7
Owner;2;1248.597082;Yes;89
Owner;4;2850.435949;Yes;85
Owner;3;1125.065411;Yes;43
Dealer;3;2137.254902;Yes;87.2
Owner;1;600;Yes;19.5
Dealer;4;2799.865606;Yes;500
Dealer;1;570.1161848;Yes;21.1
Dealer;4;2167.24537;Yes;74.9
